,job_title,company,description
382, System Administrator , Korn Ferry ,"We have partnered with our client in their search for a System Administrator. As our System Administrator, you'll play a crucial role in maintaining and optimizing our critical IT infrastructure, specifically focused on our SuccessFactors ecosystem. You'll be a tech wizard, troubleshooting and resolving issues, implementing integrations, and ensuring seamless user experiences for our employees. Responsibilities: SuccessFactors Expertise:  Administer and manage our SuccessFactors environment, incWe have partnered with our client in their search for a System Administrator. As our System Administrator, you'll play a crucial role in maintaining and optimizing our critical IT infrastructure, specifically focused on our SuccessFactors ecosystem. You'll be a tech wizard, troubleshooting and resolving issues, implementing integrations, and ensuring seamless user experiences for our employees. Responsibilities: SuccessFactors Expertise:  Administer and manage our SuccessFactors environment, incWe have partnered with our client in their search for a System Administrator. As our System Administrator, you'll play a crucial role in maintaining and optimizing our critical IT infrastructure, specifically focused on our SuccessFactors ecosystem. You'll be a tech wizard, troubleshooting and resolving issues, implementing integrations, and ensuring seamless user experiences for our employees. Responsibilities: SuccessFactors Expertise:  Administer and manage our SuccessFactors environment, inc"
383, System/ Data Analyst- Healthcare , U.S. Tech Solutions Inc. ,"*Job Title: System/ Data Analyst- Healthcare *Location: Remote *Duration: 3+ months contract with possible extension  Job Description: Responsibilities: o Creates accurate mapping documents according to the mapping process. o Works toward delivering a first draft solution to ETL for coding, by rapidly understanding which details about the mapping can be deferred. o Supports DSD creation and response. o Presents analysis and design recommendations to lead MITA teams, customer and/or vendors into *Job Title: System/ Data Analyst- Healthcare *Location: Remote *Duration: 3+ months contract with possible extension  Job Description: Responsibilities: o Creates accurate mapping documents according to the mapping process. o Works toward delivering a first draft solution to ETL for coding, by rapidly understanding which details about the mapping can be deferred. o Supports DSD creation and response. o Presents analysis and design recommendations to lead MITA teams, customer and/or vendors into *Job Title: System/ Data Analyst- Healthcare *Location: Remote *Duration: 3+ months contract with possible extension  Job Description: Responsibilities: o Creates accurate mapping documents according to the mapping process. o Works toward delivering a first draft solution to ETL for coding, by rapidly understanding which details about the mapping can be deferred. o Supports DSD creation and response. o Presents analysis and design recommendations to lead MITA teams, customer and/or vendors into *Job Title: System/ Data Analyst- Healthcare *Location: Remote *Duration: 3+ months contract with possible extension  Job Description: Responsibilities: o Creates accurate mapping documents according to the mapping process. o Works toward delivering a first draft solution to ETL for coding, by rapidly understanding which details about the mapping can be deferred. o Supports DSD creation and response. o Presents analysis and design recommendations to lead MITA teams, customer and/or vendors into "
384, Systems Software Programmer (Remote) , DP Professionals Inc ,"DPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, prDPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, prDPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, prDPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, pr"
385," THREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote ", DBA Web Technologies ,"THREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote THREE POSITIONS:  One Senior Level PositionOne Lead Level PositionOne Manager Level Position 5+ to 7 years of Experience POSITION: THREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote  LOCATION: Remote or Hybrid SALARY: ETHREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote THREE POSITIONS:  One Senior Level PositionOne Lead Level PositionOne Manager Level Position 5+ to 7 years of Experience POSITION: THREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote  LOCATION: Remote or Hybrid SALARY: ETHREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote THREE POSITIONS:  One Senior Level PositionOne Lead Level PositionOne Manager Level Position 5+ to 7 years of Experience POSITION: THREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote  LOCATION: Remote or Hybrid SALARY: ETHREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote THREE POSITIONS:  One Senior Level PositionOne Lead Level PositionOne Manager Level Position 5+ to 7 years of Experience POSITION: THREE Oracle EPM Finance Cloud Apps Analyst (Oracle EPM Implementations, SQL, OLAP, Application Architecture, Financial Processes, Oracle EPM Certification) - Remote  LOCATION: Remote or Hybrid SALARY: E"
386, Talend Developer , Devfi ,"Job description Qualifications: Bachelor's degree in Computer Science, Information Technology, or a related field. 10+ years of experience in software development, with a focus on Talend, ESB, and integration technologies. Proven experience in designing and implementing ETL processes using Talend. In-depth knowledge of Enterprise Service Bus (ESB) concepts and implementation. Strong expertise in data mapping, transformation, and integration architecture. Experience with performance tuning and opJob description Qualifications: Bachelor's degree in Computer Science, Information Technology, or a related field. 10+ years of experience in software development, with a focus on Talend, ESB, and integration technologies. Proven experience in designing and implementing ETL processes using Talend. In-depth knowledge of Enterprise Service Bus (ESB) concepts and implementation. Strong expertise in data mapping, transformation, and integration architecture. Experience with performance tuning and opJob description Qualifications: Bachelor's degree in Computer Science, Information Technology, or a related field. 10+ years of experience in software development, with a focus on Talend, ESB, and integration technologies. Proven experience in designing and implementing ETL processes using Talend. In-depth knowledge of Enterprise Service Bus (ESB) concepts and implementation. Strong expertise in data mapping, transformation, and integration architecture. Experience with performance tuning and op"
387, Taxonomist ," First Tek, Inc. ","My name is Gaurav and I'm a Technical Recruiter at First Tek. We are currently sourcing for candidates with the following skills. Kindly forward your resume if interested, do share with your friends and colleagues as well.  Job Title: Taxonomist Location: Remote Client: Netflix Duration: 1 year Contract Rate: $100/hr on w2 Responsibilities include: Defining new taxonomies and metadata related to both the technical and creative attributes for movies, shows and games.Auditing existing taxonomies aMy name is Gaurav and I'm a Technical Recruiter at First Tek. We are currently sourcing for candidates with the following skills. Kindly forward your resume if interested, do share with your friends and colleagues as well.  Job Title: Taxonomist Location: Remote Client:Netflix Duration: 1 year Contract Rate: $100/hr on w2 Responsibilities include: Defining new taxonomies and metadata related to both the technical and creative attributes for movies, shows and games.Auditing existing taxonomies anMy name is Gaurav and I'm a Technical Recruiter at First Tek. We are currently sourcing for candidates with the following skills. Kindly forward your resume if interested, do share with your friends and colleagues as well.  Job Title: Taxonomist Location: Remote Client: Netflix Duration: 1 year Contract Rate: $100/hr on w2 Responsibilities include: Defining new taxonomies and metadata related to both the technical and creative attributes for movies, shows and games.Auditing existing taxonomies aMy name is Gaurav and I'm a Technical Recruiter at First Tek. We are currently sourcing for candidates with the following skills. Kindly forward your resume if interested, do share with your friends and colleagues as well.  Job Title: Taxonomist Location: Remote Client:Netflix Duration: 1 year Contract Rate: $100/hr on w2 Responsibilities include: Defining new taxonomies and metadata related to both the technical and creative attributes for movies, shows and games.Auditing existing taxonomies anMy name is Gaurav and I'm a Technical Recruiter at First Tek. We are currently sourcing for candidates with the following skills. Kindly forward your resume if interested, do share with your friends and colleagues as well.  Job Title: Taxonomist Location: Remote Client: Netflix Duration: 1 year Contract Rate: $100/hr on w2 Responsibilities include: Defining new taxonomies and metadata related to both the technical and creative attributes for movies, shows and games.Auditing existing taxonomies aMy name is Gaurav and I'm a Technical Recruiter at First Tek. We are currently sourcing for candidates with the following skills. Kindly forward your resume if interested, do share with your friends and colleagues as well.  Job Title: Taxonomist Location: Remote Client:Netflix Duration: 1 year Contract Rate: $100/hr on w2 Responsibilities include: Defining new taxonomies and metadata related to both the technical and creative attributes for movies, shows and games.Auditing existing taxonomies an"
388, Teableau Architect , Symphony Corporation ,"Required Skills: 8-10 years of experience in Tableau development, architecture, and administration.Expertise in designing and developing complex large scale Tableau solutions.Strong knowledge of data modeling, data warehousing, and ETL processes.Experience with other data visualization tools is a bonus.Excellent problem-solving and analytical skills.Strong communication and interpersonal skills for effective collaboration.Bachelor's degree in Computer Science, Information Systems, or a related fRequired Skills: 8-10 years of experience in Tableau development, architecture, and administration.Expertise in designing and developing complex large scale Tableau solutions.Strong knowledge of data modeling, data warehousing, and ETL processes.Experience with other data visualization tools is a bonus.Excellent problem-solving and analytical skills.Strong communication and interpersonal skills for effective collaboration.Bachelor's degree in Computer Science, Information Systems, or a related fRequired Skills: 8-10 years of experience in Tableau development, architecture, and administration.Expertise in designing and developing complex large scale Tableau solutions.Strong knowledge of data modeling, data warehousing, and ETL processes.Experience with other data visualization tools is a bonus.Excellent problem-solving and analytical skills.Strong communication and interpersonal skills for effective collaboration.Bachelor's degree in Computer Science, Information Systems, or a related f"
389, Team Lead Database Engineering , GSS Infotech ,"Please Note: Leads a team of 3 DBAsTechnology is spread across DB2 on mainframe, DB2 on windows and Linux and SQL ServerThey dont want an expertThey need to have relational database experienceExperience leading a teamLot of changes I technology going n right now, moving from one ETL to another, one enterprise solution to anotherThey need to have relational database exp and managerial expSomeone who is not afraid to get with the team and learn some of the technologies they are intoJump into meetiPlease Note: Leads a team of 3 DBAsTechnology is spread across DB2 on mainframe, DB2 on windows and Linux and SQL ServerThey dont want an expertThey need to have relational database experienceExperience leading a teamLot of changes I technology going n right now, moving from one ETL to another, one enterprise solution to anotherThey need to have relational database exp and managerial expSomeone who is not afraid to get with the team and learn some of the technologies they are intoJump into meetiPlease Note: Leads a team of 3 DBAsTechnology is spread across DB2 on mainframe, DB2 on windows and Linux and SQL ServerThey dont want an expertThey need to have relational database experienceExperience leading a teamLot of changes I technology going n right now, moving from one ETL to another, one enterprise solution to anotherThey need to have relational database exp and managerial expSomeone who is not afraid to get with the team and learn some of the technologies they are intoJump into meetiPlease Note: Leads a team of 3 DBAsTechnology is spread across DB2 on mainframe, DB2 on windows and Linux and SQL ServerThey dont want an expertThey need to have relational database experienceExperience leading a teamLot of changes I technology going n right now, moving from one ETL to another, one enterprise solution to anotherThey need to have relational database exp and managerial expSomeone who is not afraid to get with the team and learn some of the technologies they are intoJump into meeti"
390, Techical Analyst (Python and SQL) , Ionidea ,"They are a liaison team between tech and business o Make sure that users (internal and external) are ready to use the new features o Communicate through job aides, releases notes, etc.  Someone who can write  Understanding of technology. Ability to understand tech components.  Reporting skills. Ability to run reports. General experience around queries. Some exposure to like a SQL or python Job Responsibilities: Works with key stakeholders within all business functions to align technology solutio"
391, Technical Business System Analyst - Microsoft Dynamics , Convergent Consulting Inc ,"This is the BSA requirement with Adobe. Hybrid in San Jose. 1yr contract Job Title Technical Business System Analyst - Microsoft DynamicsTop Skills - Must Haves Technical BSAMicrosoft DynamicsSQLPowerBITop Skills' Details - 5+ years of experience as a tehnical BSA working on Microsoft Dynamics (understanding workflows, data flows)- Good Experience with SQL (ability to use SQL to pull data- PowerBI experience Secondary Skills - Nice to Haves SAP S/4 HANAJob Description Were in search of a BusinesThis is the BSA requirement with Adobe. Hybrid in San Jose. 1yr contract Job Title Technical Business System Analyst - Microsoft DynamicsTop Skills - Must Haves Technical BSAMicrosoft DynamicsSQLPowerBITop Skills' Details - 5+ years of experience as a tehnical BSA working on Microsoft Dynamics (understanding workflows, data flows)- Good Experience with SQL (ability to use SQL to pull data- PowerBI experience Secondary Skills - Nice to Haves SAP S/4 HANAJob Description Were in search of a BusinesThis is the BSA requirement with Adobe. Hybrid in San Jose. 1yr contract Job Title Technical Business System Analyst - Microsoft DynamicsTop Skills - Must Haves Technical BSAMicrosoft DynamicsSQLPowerBITop Skills' Details - 5+ years of experience as a tehnical BSA working on Microsoft Dynamics (understanding workflows, data flows)- Good Experience with SQL (ability to use SQL to pull data- PowerBI experience Secondary Skills - Nice to Haves SAP S/4 HANAJob Description Were in search of a BusinesThis is the BSA requirement with Adobe. Hybrid in San Jose. 1yr contract Job Title Technical Business System Analyst - Microsoft DynamicsTop Skills - Must Haves Technical BSAMicrosoft DynamicsSQLPowerBITop Skills' Details - 5+ years of experience as a tehnical BSA working on Microsoft Dynamics (understanding workflows, data flows)- Good Experience with SQL (ability to use SQL to pull data- PowerBI experience Secondary Skills - Nice to Haves SAP S/4 HANAJob Description Were in search of a Busines"
392, Technical Service Analyst I (remote) , Randstad Digital ,"job summary: This position will gather requirements around transaction types, commissions, account fees, and financial calculations, such as Accrued Interest, to determine the performance of financial instruments. Deep analysis skills to ensure all potential and future consumers requirements are accounted for in enterprise level services builds. Ability to translate business requirements into functional and non-functional requirements supported by web and Java enterprise services. Creates detailjob summary: This position will gather requirements around transaction types, commissions, account fees, and financial calculations, such as Accrued Interest, to determine the performance of financial instruments. Deep analysis skills to ensure all potential and future consumers requirements are accounted for in enterprise level services builds. Ability to translate business requirements into functional and non-functional requirements supported by web and Java enterprise services. Creates detailjob summary: This position will gather requirements around transaction types, commissions, account fees, and financial calculations, such as Accrued Interest, to determine the performance of financial instruments. Deep analysis skills to ensure all potential and future consumers requirements are accounted for in enterprise level services builds. Ability to translate business requirements into functional and non-functional requirements supported by web and Java enterprise services. Creates detailjob summary: This position will gather requirements around transaction types, commissions, account fees, and financial calculations, such as Accrued Interest, to determine the performance of financial instruments. Deep analysis skills to ensure all potential and future consumers requirements are accounted for in enterprise level services builds. Ability to translate business requirements into functional and non-functional requirements supported by web and Java enterprise services. Creates detail"
393," Technical Support Rep, Platform Support ", tax.com ,"The Technical Support Rep provides technical customer support to clients regarding software use, navigation, reporting, installation, and other technical operations. Troubleshoots client issues and offers technical assistance and ensures proper handling, follow-up, and documentation. This position requires a self-starter and creative problem solver. The ideal candidate will have strong communication skills and a strong technology background.  Duties and responsibilities, as they align to Ryan's The Technical Support Rep provides technical customer support to clients regarding software use, navigation, reporting, installation, and other technical operations. Troubleshoots client issues and offers technical assistance and ensures proper handling, follow-up, and documentation. This position requires a self-starter and creative problem solver. The ideal candidate will have strong communication skills and a strong technology background.  Duties and responsibilities, as they align to Ryan's The Technical Support Rep provides technical customer support to clients regarding software use, navigation, reporting, installation, and other technical operations. Troubleshoots client issues and offers technical assistance and ensures proper handling, follow-up, and documentation. This position requires a self-starter and creative problem solver. The ideal candidate will have strong communication skills and a strong technology background.  Duties and responsibilities, as they align to Ryan's "
394, Test Engineer ," IT-Strat, LLC ","Information Technology Strategies, LLC. is a government IT solutions provider servicing commercial and government initiative in various parts of the United States. We are currently seeking a Test Engineer to work for our company. Summary:  Client Agency is U.S. Immigration and Customs EnforcementMust have a U.S. Government SECRET Clearance or above.Will be responsible for the performance of both manual and automated software test plan development and execution.Requirements:  Must have a U.S. GovInformation Technology Strategies, LLC. is a government IT solutions provider servicing commercial and government initiative in various parts of the United States. We are currently seeking a Test Engineer to work for our company. Summary:  Client Agency is U.S. Immigration and Customs EnforcementMust have a U.S. Government SECRET Clearance or above.Will be responsible for the performance of both manual and automated software test plan development and execution.Requirements:  Must have a U.S. GovInformation Technology Strategies, LLC. is a government IT solutions provider servicing commercial and government initiative in various parts of the United States. We are currently seeking a Test Engineer to work for our company. Summary:  Client Agency is U.S. Immigration and Customs EnforcementMust have a U.S. Government SECRET Clearance or above.Will be responsible for the performance of both manual and automated software test plan development and execution.Requirements:  Must have a U.S. GovInformation Technology Strategies, LLC. is a government IT solutions provider servicing commercial and government initiative in various parts of the United States. We are currently seeking a Test Engineer to work for our company. Summary:  Client Agency is U.S. Immigration and Customs EnforcementMust have a U.S. Government SECRET Clearance or above.Will be responsible for the performance of both manual and automated software test plan development and execution.Requirements:  Must have a U.S. Gov"
395, Time and Attendance Coordinator , The CSI Companies ,"Time and Attendance Coordinator  CSI Companies is seeking a Time and Attendance Coordinator to join our team. The Time and Attendance Coordinator will be responsible for ensuring accurate timekeeping and attendance records. In addition, communicate with team leads daily to review time adherence reports. This role requires strong attention to detail and exceptional organizational skills. If you have a passion for Data Entry and enjoy working in a dynamic environment, we invite you to apply for thTime and Attendance Coordinator  CSI Companies is seeking a Time and Attendance Coordinator to join our team. The Time and Attendance Coordinator will be responsible for ensuring accurate timekeeping and attendance records. In addition, communicate with team leads daily to review time adherence reports. This role requires strong attention to detail and exceptional organizational skills. If you have a passion for Data Entry and enjoy working in a dynamic environment, we invite you to apply for thTime and Attendance Coordinator  CSI Companies is seeking a Time and Attendance Coordinator to join our team. The Time and Attendance Coordinator will be responsible for ensuring accurate timekeeping and attendance records. In addition, communicate with team leads daily to review time adherence reports. This role requires strong attention to detail and exceptional organizational skills. If you have a passion for Data Entry and enjoy working in a dynamic environment, we invite you to apply for th"
396, UI UX Developer Lead ," DVI Technologies, Inc. ","Role: UI/UX Developer Lead Location: (100 % Remote) Duration: 12 months  Summary: The main function is to work with project teams to design and deliver high quality client-centered, effective, consistent and usable interfaces requiring specialized knowledge of a niche technology.  Job Responsibilities: Works closely with business analysts, business sponsors, project managers and IT teams to obtain and understand business requirements.Creates the design of user interface specifications, by applyiRole: UI/UX Developer Lead Location: (100 % Remote) Duration: 12 months  Summary: The main function is to work with project teams to design and deliver high quality client-centered, effective, consistent and usable interfaces requiring specialized knowledge of a niche technology.  Job Responsibilities: Works closely with business analysts, business sponsors, project managers and IT teams to obtain and understand business requirements.Creates the design of user interface specifications, by applyiRole: UI/UX Developer Lead Location: (100 % Remote) Duration: 12 months  Summary: The main function is to work with project teams to design and deliver high quality client-centered, effective, consistent and usable interfaces requiring specialized knowledge of a niche technology.  Job Responsibilities: Works closely with business analysts, business sponsors, project managers and IT teams to obtain and understand business requirements.Creates the design of user interface specifications, by applyi"
397, UX Architect - REMOTE - Fulltime , Cyber Space Technologies LLC ,"Job Title: UX Architect  Location: Detroit, MI (REMOTE)  Duration: Fulltime/Permanent position Job Description:  Key Responsibilities  Proficient in HCI principles, user research, design methodologies, and developing compelling user experiences.  Conduct user interviews, surveys, and usability studies to gather insights into user behaviors, needs, and preferences.  Analyze and interpret user data to inform design decisions and create user personas.  Plan and execute usability testing sessions toJob Title: UX Architect  Location: Detroit, MI (REMOTE)  Duration: Fulltime/Permanent position Job Description:  Key Responsibilities  Proficient in HCI principles, user research, design methodologies, and developing compelling user experiences.  Conduct user interviews, surveys, and usability studies to gather insights into user behaviors, needs, and preferences.  Analyze and interpret user data to inform design decisions and create user personas.  Plan and execute usability testing sessions toJob Title: UX Architect  Location: Detroit, MI (REMOTE)  Duration: Fulltime/Permanent position Job Description:  Key Responsibilities  Proficient in HCI principles, user research, design methodologies, and developing compelling user experiences.  Conduct user interviews, surveys, and usability studies to gather insights into user behaviors, needs, and preferences.  Analyze and interpret user data to inform design decisions and create user personas.  Plan and execute usability testing sessions to"
398, UX Copywriter , Kforce Technology Staffing ,"RESPONSIBILITIES: Kforce has a client that is seeking an experienced UX Copywriter to join their team on a remote contract basis!  Summary: The Senior UX Copywriter will take the lead in shaping and implementing effective content plans across buyer and seller experiences, working closely with design, product, research, and analytics to meet business objectives, support customers, and drive brand loyalty.  REQUIREMENTS: * Experience with Figma * Experience working with cross-functional teams * ExRESPONSIBILITIES: Kforce has a client that is seeking an experienced UX Copywriter to join their team on a remote contract basis!  Summary: The Senior UX Copywriter will take the lead in shaping and implementing effective content plans across buyer and seller experiences, working closely with design, product, research, and analytics to meet business objectives, support customers, and drive brand loyalty.  REQUIREMENTS: * Experience with Figma * Experience working with cross-functional teams * ExRESPONSIBILITIES: Kforce has a client that is seeking an experienced UX Copywriter to join their team on a remote contract basis!  Summary: The Senior UX Copywriter will take the lead in shaping and implementing effective content plans across buyer and seller experiences, working closely with design, product, research, and analytics to meet business objectives, support customers, and drive brand loyalty.  REQUIREMENTS: * Experience with Figma * Experience working with cross-functional teams * Ex"
399, Urgent Req : SQL Technical Architect : Remote : Contract , Robustware ,"Position: SQL Technical Architect Location: Remote Type: Contract  Spanish / portoviejo language is required for this role. Job Description:  13+ years of IT experience and minimum of 5+ years of experience on Azure Database Migration with technically guided, managed and governed the team. Willing to provide 24x7 support, flexible to work in the shifts.  Primary skills: Understanding customer DB SQL, Windows, Linux server landscape Configuring SQL Server HA/DR (FCI, AG) in Azure with multiple suPosition: SQL Technical Architect Location: Remote Type: Contract  Spanish / portoviejo language is required for this role. Job Description:  13+ years of IT experience and minimum of 5+ years of experience on Azure Database Migration with technically guided, managed and governed the team. Willing to provide 24x7 support, flexible to work in the shifts.  Primary skills: Understanding customer DB SQL, Windows, Linux server landscape Configuring SQL Server HA/DR (FCI, AG) in Azure with multiple suPosition: SQL Technical Architect Location: Remote Type: Contract  Spanish / portoviejo language is required for this role. Job Description:  13+ years of IT experience and minimum of 5+ years of experience on Azure Database Migration with technically guided, managed and governed the team. Willing to provide 24x7 support, flexible to work in the shifts.  Primary skills: Understanding customer DB SQL, Windows, Linux server landscape Configuring SQL Server HA/DR (FCI, AG) in Azure with multiple suPosition: SQL Technical Architect Location: Remote Type: Contract  Spanish / portoviejo language is required for this role. Job Description:  13+ years of IT experience and minimum of 5+ years of experience on Azure Database Migration with technically guided, managed and governed the team. Willing to provide 24x7 support, flexible to work in the shifts.  Primary skills: Understanding customer DB SQL, Windows, Linux server landscape Configuring SQL Server HA/DR (FCI, AG) in Azure with multiple su"
401, Usability Researcher -Remote , Generis TEK Inc. ,"Please Contact : To discuss this amazing opportunity, reach out to our Talent Acquisition Specialist Bhupendra Chopade at email address  can be reached on # . We have Contract for Usability Researcher -Remote for our client Redmond WA. Please let me know if you or any of your friends would be interested in this position.  Position Details: Usability Researcher -Remote-Redmond WA Location : Remote Project Duration : 6+ Months Contract Pay rate: $50 an hour  Summary: In this role, you will be partPlease Contact : To discuss this amazing opportunity, reach out to our Talent Acquisition Specialist Bhupendra Chopade at email address  can be reached on # . We have Contract for Usability Researcher -Remote for our client Redmond WA. Please let me know if you or any of your friends would be interested in this position.  Position Details: Usability Researcher -Remote-Redmond WA Location : Remote Project Duration : 6+ Months Contract Pay rate: $50 an hour  Summary: In this role, you will be partPlease Contact : To discuss this amazing opportunity, reach out to our Talent Acquisition Specialist Bhupendra Chopade at email address  can be reached on # . We have Contract for Usability Researcher -Remote for our client Redmond WA. Please let me know if you or any of your friends would be interested in this position.  Position Details: Usability Researcher -Remote-Redmond WA Location : Remote Project Duration : 6+ Months Contract Pay rate: $50 an hour  Summary: In this role, you will be part"
402, Usability Researcher 2 , Kforce Technology Staffing ,"RESPONSIBILITIES: Kforce has a client in Redmond, WA seeking a Usability Researcher to help support the work planned for the next quarter for the team, focusing on the set-up and configurations. Responsibilities: * The Usability Researcher will conduct B2B UX research on one or all of the following types of audiences - individual employees, People leaders (execs, senior leaders, managers), IT Admins/Managers, Corporate Communicators and Human Resources Professionals * Drive research and UX practRESPONSIBILITIES: Kforce has a client in Redmond, WA seeking a Usability Researcher to help support the work planned for the next quarter for the team, focusing on the set-up and configurations. Responsibilities: * The Usability Researcher will conduct B2B UX research on one or all of the following types of audiences - individual employees, People leaders (execs, senior leaders, managers), IT Admins/Managers, Corporate Communicators and Human Resources Professionals * Drive research and UX practRESPONSIBILITIES: Kforce has a client in Redmond, WA seeking a Usability Researcher to help support the work planned for the next quarter for the team, focusing on the set-up and configurations. Responsibilities: * The Usability Researcher will conduct B2B UX research on one or all of the following types of audiences - individual employees, People leaders (execs, senior leaders, managers), IT Admins/Managers, Corporate Communicators and Human Resources Professionals * Drive research and UX pract"
403, User Experience Researcher (HCD) ," Arch Systems, LLC ","Job Overview: We are looking for an experienced and detail-oriented User Experience Researcher with expertise in Human-Centered Design (HCD) and a proven track record in both general website development and specialized experience in Federal Healthcare initiatives. The ideal candidate will play a key role in ensuring the creation of user-centric, accessible, and efficient web solutions for healthcare professionals and the public. Responsibilities: User Experience Research: Conduct in-depth user rJob Overview: We are looking for an experienced and detail-oriented User Experience Researcher with expertise in Human-Centered Design (HCD) and a proven track record in both general website development and specialized experience in Federal Healthcare initiatives. The ideal candidate will play a key role in ensuring the creation of user-centric, accessible, and efficient web solutions for healthcare professionals and the public. Responsibilities: User Experience Research: Conduct in-depth user rJob Overview: We are looking for an experienced and detail-oriented User Experience Researcher with expertise in Human-Centered Design (HCD) and a proven track record in both general website development and specialized experience in Federal Healthcare initiatives. The ideal candidate will play a key role in ensuring the creation of user-centric, accessible, and efficient web solutions for healthcare professionals and the public. Responsibilities: User Experience Research: Conduct in-depth user r"
404, VMWare Admin (NBN) , Kforce Technology Staffing ,"RESPONSIBILITIES: Kforce has a client that is seeking a VMWare Admin (NBN) in Carlsbad, CA.  Key Tasks: * VMWare Admin (NBN) will develop the migration and deployment of VMWare into the new hardware * Build an automated deployment of VMWare ESXi 7.0 hosts, including attached SAN storage * Design and create migration plan for guests * Build configurations for high-availability failover within both bare metal and VM environment * Build and create automated process for building customer premises eqRESPONSIBILITIES: Kforce has a client that is seeking a VMWare Admin (NBN) in Carlsbad, CA.  Key Tasks: * VMWare Admin (NBN) will develop the migration and deployment of VMWare into the new hardware * Build an automated deployment of VMWare ESXi 7.0 hosts, including attached SAN storage * Design and create migration plan for guests * Build configurations for high-availability failover within both bare metal and VM environment * Build and create automated process for building customer premises eqRESPONSIBILITIES: Kforce has a client that is seeking a VMWare Admin (NBN) in Carlsbad, CA.  Key Tasks: * VMWare Admin (NBN) will develop the migration and deployment of VMWare into the new hardware * Build an automated deployment of VMWare ESXi 7.0 hosts, including attached SAN storage * Design and create migration plan for guests * Build configurations for high-availability failover within both bare metal and VM environment * Build and create automated process for building customer premises eq"
405," W2 - Cloud Architect - Operations Designer (Sr Cloud Security Professional, AWS, Google Cloud Platform security) - Remote ", Tanson Corp ,"Description: The client is looking for: Cloud Architect - Operations Designer Duration: 1 Year with extension likely This is a fully remote position - must be located in the US  Local or non-local may apply Interview Process: Virtual Interview via MS Teams video. Top Skills & Years of Experience: - Minimum 15 years of overall experience  - Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security.  - Hands-on manager with AWS, Azure, GoogDescription: The client is looking for: Cloud Architect - Operations Designer Duration: 1 Year with extension likely This is a fully remote position - must be located in the US  Local or non-local may apply Interview Process: Virtual Interview via MS Teams video. Top Skills & Years of Experience: - Minimum 15 years of overall experience  - Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security.  - Hands-on manager with AWS, Azure, GoogDescription: The client is looking for: Cloud Architect - Operations Designer Duration: 1 Year with extension likely This is a fully remote position - must be located in the US  Local or non-local may apply Interview Process: Virtual Interview via MS Teams video. Top Skills & Years of Experience: - Minimum 15 years of overall experience  - Senior Cloud Security Professional with 15+ years of experience with AWS and Azure and Application/Network Security.  - Hands-on manager with AWS, Azure, Goog"
