,job_title,company,description
386, Sr. Oracle Techno-functional developer , Tekfortune Inc. ,"Role: Sr. Oracle Techno-functional developer Location: Miami, FL  Long Term  10+ years of Oracle E-Business Applications In-depth Hands-on experience and process knowledge in Oracle Financial Modules mainly, Supply Chain, BOM, WIP, PIM, General Ledger, Accounts Payable, Accounts Receivable, CHRM, Purchasing Inventory, Fixed Asset and Distribution Modules. Excellent functional expertise in all accounting and distribution modules, including business process flow, gap analysis, process improvement,Role: Sr. Oracle Techno-functional developer Location: Miami, FL  Long Term  10+ years of Oracle E-Business Applications In-depth Hands-on experience and process knowledge in Oracle Financial Modules mainly, Supply Chain, BOM, WIP, PIM, General Ledger, Accounts Payable, Accounts Receivable, CHRM, Purchasing Inventory, Fixed Asset and Distribution Modules. Excellent functional expertise in all accounting and distribution modules, including business process flow, gap analysis, process improvement,Role: Sr. Oracle Techno-functional developer Location: Miami, FL  Long Term  10+ years of Oracle E-Business Applications In-depth Hands-on experience and process knowledge in Oracle Financial Modules mainly, Supply Chain, BOM, WIP, PIM, General Ledger, Accounts Payable, Accounts Receivable, CHRM, Purchasing Inventory, Fixed Asset and Distribution Modules. Excellent functional expertise in all accounting and distribution modules, including business process flow, gap analysis, process improvement,"
387, Sr. Project Manager (W2 position) , Fusion IT Inc ,"Job Title: Sr. Project Manager Job Location: 100% Remote Required Experience:  Project Management Professional (PMP) Certification. Five (5) or more years managing successful, large-scale projects that include multiple diverse teams. Five (5) or more years utilizing project software such as Microsoft Project, Primavera, Jira, etc. to track and maintain projects. Five (5) or more years developing and maintaining detailed project plans based on work breakdown structures. Five (5) or more years of Job Title: Sr. Project Manager Job Location: 100% Remote Required Experience:  Project Management Professional (PMP) Certification. Five (5) or more years managing successful, large-scale projects that include multiple diverse teams. Five (5) or more years utilizing project software such as Microsoft Project, Primavera, Jira, etc. to track and maintain projects. Five (5) or more years developing and maintaining detailed project plans based on work breakdown structures. Five (5) or more years of Job Title: Sr. Project Manager Job Location: 100% Remote Required Experience:  Project Management Professional (PMP) Certification. Five (5) or more years managing successful, large-scale projects that include multiple diverse teams. Five (5) or more years utilizing project software such as Microsoft Project, Primavera, Jira, etc. to track and maintain projects. Five (5) or more years developing and maintaining detailed project plans based on work breakdown structures. Five (5) or more years of "
388, Sr. Risk Analyst , Ivy Tech Solutions Inc ,"Hi, Kindly let me know if you have a suitable fit for the following position Thanks Job Title: Sr. Risk Analyst REMOTE W2 Position Please send the resume to  Job Title: Sr. Risk Analyst Location: Virginia, USA Mode of working: Remote Job Description:  A bachelors degree from an accredited 4-year college or university in Information Technology, Computer Science, Engineering, or related discipline.  Preferred candidate has certification(s) relative to technology platforms, industry standards, and Hi, Kindly let me know if you have a suitable fit for the following position Thank Job Title: Sr. Risk Analyst Remote W2 Position Please send the resume to  Job Description: Sr. Risk Analyst Location: Virginia, USA Mode of working: Remote  A bachelors degree from an accredited 4-year college or university in Information Technology, Computer Science, Engineering, or related discipline.  Preferred candidate has certification(s) relative to technology platforms, industry standards, and environmentsHi, Kindly let me know if you have a suitable fit for the following position Thanks Job Title: Sr. Risk Analyst REMOTE W2 Position Please send the resume to  Job Title: Sr. Risk Analyst Location: Virginia, USA Mode of working: Remote Job Description:  A bachelors degree from an accredited 4-year college or university in Information Technology, Computer Science, Engineering, or related discipline.  Preferred candidate has certification(s) relative to technology platforms, industry standards, and Hi, Kindly let me know if you have a suitable fit for the following position Thank Job Title: Sr. Risk Analyst Remote W2 Position Please send the resume to  Job Description: Sr. Risk Analyst Location: Virginia, USA Mode of working: Remote  A bachelors degree from an accredited 4-year college or university in Information Technology, Computer Science, Engineering, or related discipline.  Preferred candidate has certification(s) relative to technology platforms, industry standards, and environmentsHi, Kindly let me know if you have a suitable fit for the following position Thanks Job Title: Sr. Risk Analyst REMOTE W2 Position Please send the resume to  Job Title: Sr. Risk Analyst Location: Virginia, USA Mode of working: Remote Job Description:  A bachelors degree from an accredited 4-year college or university in Information Technology, Computer Science, Engineering, or related discipline.  Preferred candidate has certification(s) relative to technology platforms, industry standards, and Hi, Kindly let me know if you have a suitable fit for the following position Thank Job Title: Sr. Risk Analyst Remote W2 Position Please send the resume to  Job Description: Sr. Risk Analyst Location: Virginia, USA Mode of working: Remote  A bachelors degree from an accredited 4-year college or university in Information Technology, Computer Science, Engineering, or related discipline.  Preferred candidate has certification(s) relative to technology platforms, industry standards, and environments"
389, Sr. ServiceNow Architect , Beacon Hill Staffing Group ,"Primary Responsibilities: Strategic Direction: Collaborate closely with top-level management to align ServiceNow solutions with overarching business and technology objectives. Establish and guide the technical trajectory for ServiceNow platform implementations. Client Interaction and Sales Support: Engage with clientele at a strategic level to comprehend their enduring goals and hurdles. Participate in activities preceding sales, encompassing solution presentations and development of proposals. Primary Responsibilities: Strategic Direction: Collaborate closely with top-level management to align ServiceNow solutions with overarching business and technology objectives. Establish and guide the technical trajectory for ServiceNow platform implementations. Client Interaction and Sales Support: Engage with clientele at a strategic level to comprehend their enduring goals and hurdles. Participate in activities preceding sales, encompassing solution presentations and development of proposals. Primary Responsibilities: Strategic Direction: Collaborate closely with top-level management to align ServiceNow solutions with overarching business and technology objectives. Establish and guide the technical trajectory for ServiceNow platform implementations. Client Interaction and Sales Support: Engage with clientele at a strategic level to comprehend their enduring goals and hurdles. Participate in activities preceding sales, encompassing solution presentations and development of proposals. "
390, Sr. Snowflake Engineer/Consultant , Techwaukee ,"Job Title: Sr. Snowflake Engineer/Consultant Location: Remote (occasional travel might be required- expenses paid) Requirements: Proven experience as a Snowflake Consultant with a focus on data architecture and implementation. Proficient in Snowflake Cloud Datawarehouse architecture, data modeling, and SQL. Provisioning data to support needs of Operational Data Stores, Data Marts, Reporting and Decision Support systems leveraging traditional RDBMS, Columnar databases and BIG Data technologies AdJob Title: Sr. Snowflake Engineer/Consultant Location: Remote (occasional travel might be required- expenses paid) Requirements: Proven experience as a Snowflake Consultant with a focus on data architecture and implementation. Proficient in Snowflake Cloud Datawarehouse architecture, data modeling, and SQL. Provisioning data to support needs of Operational Data Stores, Data Marts, Reporting and Decision Support systems leveraging traditional RDBMS, Columnar databases and BIG Data technologies AdJob Title: Sr. Snowflake Engineer/Consultant Location: Remote (occasional travel might be required- expenses paid) Requirements: Proven experience as a Snowflake Consultant with a focus on data architecture and implementation. Proficient in Snowflake Cloud Datawarehouse architecture, data modeling, and SQL. Provisioning data to support needs of Operational Data Stores, Data Marts, Reporting and Decision Support systems leveraging traditional RDBMS, Columnar databases and BIG Data technologies AdJob Title: Sr. Snowflake Engineer/Consultant Location: Remote (occasional travel might be required- expenses paid) Requirements: Proven experience as a Snowflake Consultant with a focus on data architecture and implementation. Proficient in Snowflake Cloud Datawarehouse architecture, data modeling, and SQL. Provisioning data to support needs of Operational Data Stores, Data Marts, Reporting and Decision Support systems leveraging traditional RDBMS, Columnar databases and BIG Data technologies Ad"
391, Sr. Software Engineer (.NET With Healthcare Industry Experience) , Apolis ,"Role: Sr. Software Engineer (.NET With Healthcare Industry Experience) Location: Remote (Arizona, Local Candidate is preferred) Duration: 18+ Months Note: Only W2, No C2C  Required Skills: Key technologies: ADF, full stack C#, ADF experience building workflows  10 years of experience performing software architecture, requirements, design and coding in Healthcare products Preferred Work Experience 10 years of experience with SW development. Platform SW development includes integrations connectorsRole: Sr. Software Engineer (.NET With Healthcare Industry Experience) Location: Remote (Arizona, Local Candidate is preferred) Duration: 18+ Months Note: Only W2, No C2C  Required Skills: Key technologies: ADF, full stack C#, ADF experience building workflows  10 years of experience performing software architecture, requirements, design and coding in Healthcare products Preferred Work Experience 10 years of experience with SW development. Platform SW development includes integrations connectorsRole: Sr. Software Engineer (.NET With Healthcare Industry Experience) Location: Remote (Arizona, Local Candidate is preferred) Duration: 18+ Months Note: Only W2, No C2C  Required Skills: Key technologies: ADF, full stack C#, ADF experience building workflows  10 years of experience performing software architecture, requirements, design and coding in Healthcare products Preferred Work Experience 10 years of experience with SW development. Platform SW development includes integrations connectors"
392, Sr. Software Engineer .Net , EdgeAll ,"We are looking for Software Engineer - .Net with BA Memphis, TN or Remote Contract: 6 months+ Job Description:Performs verbal interviews and other data gathering activities for preliminary analysis and support of new major projects and application enhancements used during the Software Development Life Cycle. Job Requirements 3+ Years C#, .NET Core experience3+ Years SQL experience (Excellent SQL Skills)2+ Years SSIS experience2+ Years React experience3+ Years Java experience preferredExperience We are looking for Software Engineer - .Net with BA Memphis, TN or Remote Contract: 6 months+ Job Description:Performs verbal interviews and other data gathering activities for preliminary analysis and support of new major projects and application enhancements used during the Software Development Life Cycle. Job Requirements 3+ Years C#, .NET Core experience3+ Years SQL experience (Excellent SQL Skills)2+ Years SSIS experience2+ Years React experience3+ Years Java experience preferredExperience We are looking for Software Engineer - .Net with BA Memphis, TN or Remote Contract: 6 months+ Job Description:Performs verbal interviews and other data gathering activities for preliminary analysis and support of new major projects and application enhancements used during the Software Development Life Cycle. Job Requirements 3+ Years C#, .NET Core experience3+ Years SQL experience (Excellent SQL Skills)2+ Years SSIS experience2+ Years React experience3+ Years Java experience preferredExperience We are looking for Software Engineer - .Net with BA Memphis, TN or Remote Contract: 6 months+ Job Description:Performs verbal interviews and other data gathering activities for preliminary analysis and support of new major projects and application enhancements used during the Software Development Life Cycle. Job Requirements 3+ Years C#, .NET Core experience3+ Years SQL experience (Excellent SQL Skills)2+ Years SSIS experience2+ Years React experience3+ Years Java experience preferredExperience "
393, Sr. Staff Architect- Network DDI , GE ,"Job Description Summary This Sr Staff Architect role will be focused on the DDI (DNS, DHCP and IPAM) Network Infrastructure landscape within Aerospace - for the integration of DNS, DHCP, and IPAM (IP Address Management) into a unified service or solution. The successful candidate will be responsible for architecture and design within the global landscape. The candidate will need to drive solutions based on new requirements, considering Aerospace's infrastructure strategy. Candidate will work cloJob Description Summary This Sr Staff Architect role will be focused on the DDI (DNS, DHCP and IPAM) Network Infrastructure landscape within Aerospace - for the integration of DNS, DHCP, and IPAM (IP Address Management) into a unified service or solution. The successful candidate will be responsible for architecture and design within the global landscape. The candidate will need to drive solutions based on new requirements, considering Aerospace's infrastructure strategy. Candidate will work cloJob Description Summary This Sr Staff Architect role will be focused on the DDI (DNS, DHCP and IPAM) Network Infrastructure landscape within Aerospace - for the integration of DNS, DHCP, and IPAM (IP Address Management) into a unified service or solution. The successful candidate will be responsible for architecture and design within the global landscape. The candidate will need to drive solutions based on new requirements, considering Aerospace's infrastructure strategy. Candidate will work clo"
394, Sr. Web Application UX Designer , Alleare Consulting ,"Sr. Web Application UX Designer 1+ Year Contract REMOTE (3752)  IMMEDIATE new job opening for a Sr. UX Designer specifically experience in designing web applications to join our team and work remotely for our global client. This Senior UX Designer possesses a passion for using technology to solve problems for people. As a member of the Experience Design team, the Sr. User Experience Designer (UXD) is expected to act as a subject matter expert on consumer behavior on websites in general and on trSr. Web Application UX Designer 1+ Year Contract REMOTE (3752)  IMMEDIATE new job opening for a Sr. UX Designer specifically experience in designing web applications to join our team and work remotely for our global client. This Senior UX Designer possesses a passion for using technology to solve problems for people. As a member of the Experience Design team, the Sr. User Experience Designer (UXD) is expected to act as a subject matter expert on consumer behavior on websites in general and on trSr. Web Application UX Designer 1+ Year Contract REMOTE (3752)  IMMEDIATE new job opening for a Sr. UX Designer specifically experience in designing web applications to join our team and work remotely for our global client. This Senior UX Designer possesses a passion for using technology to solve problems for people. As a member of the Experience Design team, the Sr. User Experience Designer (UXD) is expected to act as a subject matter expert on consumer behavior on websites in general and on tr"
395, Staff Infrastructure Software Engineer - Remote , Dropbox ,"Role Description The Dropbox team is growing, and we're looking for a Staff Engineer to help shape the architecture and services that power one of Dropbox s newest AI offerings, Dash. Our team culture rewards a bias for action, engineering partnership in defining the product, and discipline in how we develop. You'll thrive in our team if you love chasing impact, working through ambiguity, and creating a culture of innovation. Dash is one of the fastest growing products at Dropbox and we need an Role Description The Dropbox team is growing, and we're looking for a Staff Engineer to help shape the architecture and services that power one of Dropbox s newest AI offerings, Dash. Our team culture rewards a bias for action, engineering partnership in defining the product, and discipline in how we develop. You'll thrive in our team if you love chasing impact, working through ambiguity, and creating a culture of innovation. Dash is one of the fastest growing products at Dropbox and we need an Role Description The Dropbox team is growing, and we're looking for a Staff Engineer to help shape the architecture and services that power one of Dropbox s newest AI offerings, Dash. Our team culture rewards a bias for action, engineering partnership in defining the product, and discipline in how we develop. You'll thrive in our team if you love chasing impact, working through ambiguity, and creating a culture of innovation. Dash is one of the fastest growing products at Dropbox and we need an "
396," Staff Machine Learning Software Engineer, New Initiatives - Remote ", Dropbox ,"Role Description As a Staff Machine Leaning Engineer for this new division, you will be able to drive the future direction of a new initiative and push the boundaries on what the world thinks is possible by leveraging the latest advancements in ML. You will join a team of top-tier Machine Learning Engineers and be an inherent part of the product org to create and build delightful new experiences. As a ground floor opportunity for this startup team, we need this staff engineer to build a top-tierRole Description As a Staff Machine Leaning Engineer for this new division, you will be able to drive the future direction of a new initiative and push the boundaries on what the world thinks is possible by leveraging the latest advancements in ML. You will join a team of top-tier Machine Learning Engineers and be an inherent part of the product org to create and build delightful new experiences. As a ground floor opportunity for this startup team, we need this staff engineer to build a top-tierRole Description As a Staff Machine Leaning Engineer for this new division, you will be able to drive the future direction of a new initiative and push the boundaries on what the world thinks is possible by leveraging the latest advancements in ML. You will join a team of top-tier Machine Learning Engineers and be an inherent part of the product org to create and build delightful new experiences. As a ground floor opportunity for this startup team, we need this staff engineer to build a top-tier"
397, Stibo Developer , Trident Consulting Inc. ,"Trident Consulting is seeking a""Stibo Developer"" for one of our clients in ""Chicago, IL (Remote)"" A globalleader in business andtechnology services.  Job Title: Stibo Developer Job Location: Chicago, IL (Remote) Job Type:Contract  Job Summary:  STIBO, STIBO MDM, PL/SQL.Perform the required data analysis and in order to create Detailed mapping of requirements to Stibo MDM Functionality Required Skills:  StiboStibo MDM Roles & Responsibilities:  Support the technical team who will be implementing Trident Consulting is seeking a""Stibo Developer"" for one of our clients in ""Chicago, IL (Remote)"" A globalleader in business andtechnology services.  Job Title: Stibo Developer Job Location: Chicago, IL (Remote) Job Type:Contract  Job Summary:  STIBO, STIBO MDM, PL/SQL.Perform the required data analysis and in order to create Detailed mapping of requirements to Stibo MDM Functionality Required Skills:  StiboStibo MDM Roles & Responsibilities:  Support the technical team who will be implementing Trident Consulting is seeking a""Stibo Developer"" for one of our clients in ""Chicago, IL (Remote)"" A globalleader in business andtechnology services.  Job Title: Stibo Developer Job Location: Chicago, IL (Remote) Job Type:Contract  Job Summary:  STIBO, STIBO MDM, PL/SQL.Perform the required data analysis and in order to create Detailed mapping of requirements to Stibo MDM Functionality Required Skills:  StiboStibo MDM Roles & Responsibilities:  Support the technical team who will be implementing "
398, Supplier Quality Engineer ," Pyramid Consulting, Inc. ","Immediate need for a talented Supplier Quality Engineer. This is a Fulltime opportunity with long-term potential and is located in U.S(Remote). Please review the job description below and contact me ASAP if you are interested.  Job ID:23-53136 Pay Range: $90- $100K/Annum. Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location). Note:Remote with 70% Travel (Paid) [West- Coast Region Preferred].  KImmediate need for a talented Supplier Quality Engineer. This is a Fulltime opportunity with long-term potential and is located in U.S(Remote). Please review the job description below and contact me ASAP if you are interested.  Job ID:23-53136 Pay Range: $90- $100K/Annum. Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location). Note:Remote with 70% Travel (Paid) [West- Coast Region Preferred].  KImmediate need for a talented Supplier Quality Engineer. This is a Fulltime opportunity with long-term potential and is located in U.S(Remote). Please review the job description below and contact me ASAP if you are interested.  Job ID:23-53136 Pay Range: $90- $100K/Annum. Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location). Note:Remote with 70% Travel (Paid) [West- Coast Region Preferred].  K"
399, Supply Chain Data Analyst , JSR Tech Consulting ,"JSR Tech Consulting is partnering with our direct global client to find a Data Analyst to support Supply Chain Analytics. This is a contract opportunity and fully remote. Qualifications The ideal candidate should have strong communication skills and understanding of data and business analysis concepts, as well as proficiency in relevant tools and technologies Bachelor's degree in Computer Science, Supply Chain, Information Systems or related field 1+ years work experience Supply Chain, InformatiJSR Tech Consulting is partnering with our direct global client to find a Data Analyst to support Supply Chain Analytics. This is a contract opportunity and fully remote. Qualifications The ideal candidate should have strong communication skills and understanding of data and business analysis concepts, as well as proficiency in relevant tools and technologies Bachelor's degree in Computer Science, Supply Chain, Information Systems or related field 1+ years work experience Supply Chain, InformatiJSR Tech Consulting is partnering with our direct global client to find a Data Analyst to support Supply Chain Analytics. This is a contract opportunity and fully remote. Qualifications The ideal candidate should have strong communication skills and understanding of data and business analysis concepts, as well as proficiency in relevant tools and technologies Bachelor's degree in Computer Science, Supply Chain, Information Systems or related field 1+ years work experience Supply Chain, InformatiJSR Tech Consulting is partnering with our direct global client to find a Data Analyst to support Supply Chain Analytics. This is a contract opportunity and fully remote. Qualifications The ideal candidate should have strong communication skills and understanding of data and business analysis concepts, as well as proficiency in relevant tools and technologies Bachelor's degree in Computer Science, Supply Chain, Information Systems or related field 1+ years work experience Supply Chain, Informati"
400," Systems Analyst, OIPA Configuration ", Ledgent Technology ,"REMOTE ROLE  Job Summary This position will be part of an agile technology team supporting insurance product implementations, system feature enhancements and defect resolution to our Oracle Insurance Policy Administration (OIPA) based policy administration system. This position will be involved in all areas of analysis including design, configuration, testing and implementation of new product and product changes within the system. Essential Functions Analyzes and solves problems in the OIPA systREMOTE ROLE  Job Summary This position will be part of an agile technology team supporting insurance product implementations, system feature enhancements and defect resolution to our Oracle Insurance Policy Administration (OIPA) based policy administration system. This position will be involved in all areas of analysis including design, configuration, testing and implementation of new product and product changes within the system. Essential Functions Analyzes and solves problems in the OIPA systREMOTE ROLE  Job Summary This position will be part of an agile technology team supporting insurance product implementations, system feature enhancements and defect resolution to our Oracle Insurance Policy Administration (OIPA) based policy administration system. This position will be involved in all areas of analysis including design, configuration, testing and implementation of new product and product changes within the system. Essential Functions Analyzes and solves problems in the OIPA systREMOTE ROLE  Job Summary This position will be part of an agile technology team supporting insurance product implementations, system feature enhancements and defect resolution to our Oracle Insurance Policy Administration (OIPA) based policy administration system. This position will be involved in all areas of analysis including design, configuration, testing and implementation of new product and product changes within the system. Essential Functions Analyzes and solves problems in the OIPA syst"
401, Systems Software Programmer (Remote) , DP Professionals Inc ,"DPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, prDPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, prDPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, prDPP is seeking a Systems Software Programmer for an opportunity with our client in Columbia, SC.Work arrangement: Remote W2 position; 12 monthsProject scope: The Systems Software Programmer should be self-motivated, team-oriented, work under limited supervision, and respond to priority tasks. The Systems Software Programmer must be able to independently research and design processes, create specifications, develop, lead testing, actively engage with the team and stakeholders, attend meetings, pr"
402, Tableau Architect , Virtue Group ,"Currently, we are looking for talented resources for one of our listed clients. If interested please reply to me with your updated resume or feel free to reach out to me for more details at Title: Tableau Architect Location: Remote Duration: 3 Months  Required Skills 10+ years of experience working in Tableau with a demonstrable ability to analyze data and perform root cause analysis and architect end to end BI solutions including data ingestion data quality data modeling and data visualization.Currently, we are looking for talented resources for one of our listed clients. If interested please reply to me with your updated resume or feel free to reach out to me for more details at Title: Tableau Architect Location: Remote Duration: 3 Months  Required Skills 10+ years of experience working in Tableau with a demonstrable ability to analyze data and perform root cause analysis and architect end to end BI solutions including data ingestion data quality data modeling and data visualization.Currently, we are looking for talented resources for one of our listed clients. If interested please reply to me with your updated resume or feel free to reach out to me for more details at Title: Tableau Architect Location: Remote Duration: 3 Months  Required Skills 10+ years of experience working in Tableau with a demonstrable ability to analyze data and perform root cause analysis and architect end to end BI solutions including data ingestion data quality data modeling and data visualization.Currently, we are looking for talented resources for one of our listed clients. If interested please reply to me with your updated resume or feel free to reach out to me for more details at Title: Tableau Architect Location: Remote Duration: 3 Months  Required Skills 10+ years of experience working in Tableau with a demonstrable ability to analyze data and perform root cause analysis and architect end to end BI solutions including data ingestion data quality data modeling and data visualization."
403, Tableau Developer -Remote , mProgen ,"You will play a critical role in updating and upgrading a set of 10+ dashboards. These dashboards serve as vital tools for the organization, providing insights and facilitating data-driven decision-making. You will work closely with their in-house SQL Expert to ensure seamless integration with primary data sources: Excel and SQL/Data Warehouse. Day to Day: Collaborate with stakeholders to understand their dashboard update requirementsModify and upgrade existing dashboards to meet the specified cYou will play a critical role in updating and upgrading a set of 10+ dashboards. These dashboards serve as vital tools for the organization, providing insights and facilitating data-driven decision-making. You will work closely with their in-house SQL Expert to ensure seamless integration with primary data sources: Excel and SQL/Data Warehouse. Day to Day: Collaborate with stakeholders to understand their dashboard update requirementsModify and upgrade existing dashboards to meet the specified cYou will play a critical role in updating and upgrading a set of 10+ dashboards. These dashboards serve as vital tools for the organization, providing insights and facilitating data-driven decision-making. You will work closely with their in-house SQL Expert to ensure seamless integration with primary data sources: Excel and SQL/Data Warehouse. Day to Day: Collaborate with stakeholders to understand their dashboard update requirementsModify and upgrade existing dashboards to meet the specified cYou will play a critical role in updating and upgrading a set of 10+ dashboards. These dashboards serve as vital tools for the organization, providing insights and facilitating data-driven decision-making. You will work closely with their in-house SQL Expert to ensure seamless integration with primary data sources: Excel and SQL/Data Warehouse. Day to Day: Collaborate with stakeholders to understand their dashboard update requirementsModify and upgrade existing dashboards to meet the specified c"
404, Talend Developer , Devfi ,"Job description Qualifications: Bachelor's degree in Computer Science, Information Technology, or a related field. 10+ years of experience in software development, with a focus on Talend, ESB, and integration technologies. Proven experience in designing and implementing ETL processes using Talend. In-depth knowledge of Enterprise Service Bus (ESB) concepts and implementation. Strong expertise in data mapping, transformation, and integration architecture. Experience with performance tuning and opJob description Qualifications: Bachelor's degree in Computer Science, Information Technology, or a related field. 10+ years of experience in software development, with a focus on Talend, ESB, and integration technologies. Proven experience in designing and implementing ETL processes using Talend. In-depth knowledge of Enterprise Service Bus (ESB) concepts and implementation. Strong expertise in data mapping, transformation, and integration architecture. Experience with performance tuning and opJob description Qualifications: Bachelor's degree in Computer Science, Information Technology, or a related field. 10+ years of experience in software development, with a focus on Talend, ESB, and integration technologies. Proven experience in designing and implementing ETL processes using Talend. In-depth knowledge of Enterprise Service Bus (ESB) concepts and implementation. Strong expertise in data mapping, transformation, and integration architecture. Experience with performance tuning and op"
405, Tax Analyst - Federal and State Income Tax , U.S. Tech Solutions Inc. ,"Title: Tax Analyst - Federal and State Income Tax Location: Remote role Duration: 7 Months Contract  Work Schedule: Can be remote, must work EST hours.  Notes:  Excel experience required.  Experience with state apportionment needed and familiarity with media/entertainment industry rules helpful.  Must be able to work autonomously yet also ask questions when appropriate. Job Description:  Data collection and analysis (including SAP, SSRS, Tax Packages, Direct Inquiry)  Preparation of estimates, eTitle: Tax Analyst - Federal and State Income Tax Location: Remote role Duration: 7 Months Contract  Work Schedule: Can be remote, must work EST hours.  Notes:  Excel experience required.  Experience with state apportionment needed and familiarity with media/entertainment industry rules helpful.  Must be able to work autonomously yet also ask questions when appropriate. Job Description:  Data collection and analysis (including SAP, SSRS, Tax Packages, Direct Inquiry)  Preparation of estimates, eTitle: Tax Analyst - Federal and State Income Tax Location: Remote role Duration: 7 Months Contract  Work Schedule: Can be remote, must work EST hours.  Notes:  Excel experience required.  Experience with state apportionment needed and familiarity with media/entertainment industry rules helpful.  Must be able to work autonomously yet also ask questions when appropriate. Job Description:  Data collection and analysis (including SAP, SSRS, Tax Packages, Direct Inquiry)  Preparation of estimates, e"
406, Technical Architect - Java (Google Cloud Platform) , Prohires ,"Job Title: Technical Architect - Java Location: Remote (Dublin, OH) Exp.: 13years Visa: USC/ -EAD Skills: Google Cloud Platform, JAVA Responsible for researching, analyzing, designing, proposing, and delivering solutions that support and enhance business and technologies strategies.Documents and publishes technology and infrastructure reference architecture, standards and roadmaps, technology simplification strategy and planning, technology lifecycle management.Defines and rationalizes the technJob Title: Technical Architect - Java Location: Remote (Dublin, OH) Exp.: 13years Visa: USC/ -EAD Skills: Google Cloud Platform, JAVA Responsible for researching, analyzing, designing, proposing, and delivering solutions that support and enhance business and technologies strategies.Documents and publishes technology and infrastructure reference architecture, standards and roadmaps, technology simplification strategy and planning, technology lifecycle management.Defines and rationalizes the technJob Title: Technical Architect - Java Location: Remote (Dublin, OH) Exp.: 13years Visa: USC/ -EAD Skills: Google Cloud Platform, JAVA Responsible for researching, analyzing, designing, proposing, and delivering solutions that support and enhance business and technologies strategies.Documents and publishes technology and infrastructure reference architecture, standards and roadmaps, technology simplification strategy and planning, technology lifecycle management.Defines and rationalizes the techn"
407, Technical Delivery Manager , Cygnus Professionals ,"Role: Microservices Technical Delivery Manager Location: Miami, FL (Hybrid) Job Type: Contract  Duration: 18+ Months SKILL MATRIX: Skill  Years of Experience  Technical Delivery Manager  Telecom Domain Microservices  experience in microservices with domain driven design, spring boot , spring data , security , spring cloud , RESTFul & SOAP services Job Description : Technical Delivery Manager for delivering broad cross-organizational projects end-to-end. Experience in Telecom Domain & MicroservicRole: Microservices Technical Delivery Manager Location: Miami, FL (Hybrid) Job Type: Contract  Duration: 18+ Months SKILL MATRIX: Skill  Years of Experience  Technical Delivery Manager  Telecom Domain Microservices  experience in microservices with domain driven design, spring boot , spring data , security , spring cloud , RESTFul & SOAP services Job Description : Technical Delivery Manager for delivering broad cross-organizational projects end-to-end. Experience in Telecom Domain & MicroservicRole: Microservices Technical Delivery Manager Location: Miami, FL (Hybrid) Job Type: Contract  Duration: 18+ Months SKILL MATRIX: Skill  Years of Experience  Technical Delivery Manager  Telecom Domain Microservices  experience in microservices with domain driven design, spring boot , spring data , security , spring cloud , RESTFul & SOAP services Job Description : Technical Delivery Manager for delivering broad cross-organizational projects end-to-end. Experience in Telecom Domain & MicroservicRole: Microservices Technical Delivery Manager Location: Miami, FL (Hybrid) Job Type: Contract  Duration: 18+ Months SKILL MATRIX: Skill  Years of Experience  Technical Delivery Manager  Telecom Domain Microservices  experience in microservices with domain driven design, spring boot , spring data , security , spring cloud , RESTFul & SOAP services Job Description : Technical Delivery Manager for delivering broad cross-organizational projects end-to-end. Experience in Telecom Domain & Microservic"
